client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment	code
LA_00001	00103.flac	Mãi mãi không quên	2	0	sixties	male		vi		bonafide
LA_00001	00104.flac	Cháu không uống được rượu nên mới cố cạn ly chất đắng này vậy	2	0	sixties	male		vi		bonafide
LA_00001	00105.flac	Mọi thứ vẫn còn y nguyên như Sáng nay cô sắp xếp	2	0	sixties	male		vi		bonafide
LA_00001	00106.flac	Ai đã sinh con	2	1	sixties	male		vi		bonafide
LA_00001	00107.flac	Là Hà đã thấy ngôi nhà này có gì đó không ổn	2	0	sixties	male		vi		bonafide
LA_00001	00108.flac	Tình bạn của ta	2	0	sixties	male		vi		bonafide
LA_00001	00109.flac	em nằm mơ thấy em với thảo lúc còn sống đang đi học	2	1	sixties	male		vi		bonafide
LA_00001	00110.flac	Ngày mai vợ ông Hà là có đứa trẻ con chết đuối	2	0	sixties	male		vi		bonafide
LA_00001	00111.flac	Ái ân lạt lẽo của chồng tôi	2	0	sixties	male		vi		bonafide
LA_00001	00112.flac	Em giật mình thưa	2	0	sixties	male		vi		bonafide
LA_00001	00113.flac	Ta viết tiếp dạ khúc Mưa hiu hắt	2	1	sixties	male		vi		bonafide
LA_00001	00114.flac	Của chồng, công vợ: chồng làm ra, vợ gìn giữ, đó là của chung.	2	0	sixties	male		vi		bonafide
LA_00001	00115.flac	chăm học chăm làm	2	0	sixties	male		vi		bonafide
LA_00001	00116.flac	tiếng đáp vọng lại rất gần	2	0	sixties	male		vi		bonafide
LA_00001	00117.flac	Tôi không hề biết gì	2	1	sixties	male		vi		bonafide
LA_00001	00118.flac	Để cho hai đứa lâm li cõi tình!	2	0	sixties	male		vi		bonafide
LA_00001	00119.flac	Rét đã ngọt vào da	2	0	sixties	male		vi		bonafide
LA_00001	00120.flac	Hồn của con bé không thể về nhà được	2	0	sixties	male		vi		bonafide
LA_00001	00121.flac	Bị chiếc xe tải tông phải cho họ bỏ anh lên chở đi luôn	2	0	sixties	male		vi		bonafide
LA_00001	00122.flac	Được đặt hơi nhô cao một chút là một hộp kính trong suốt	2	0	sixties	male		vi		bonafide
LA_00001	00123.flac	Nhưng ai cũng nghĩ chỗ đó là cái rớp	2	0	sixties	male		vi		bonafide
LA_00001	00124.flac	có người nhận ra em liền bảo gọi điện cho bố mẹ lên đón	2	0	sixties	male		vi		bonafide
LA_00001	00125.flac	Quỳnh khóc thảm Thiết	2	0	sixties	male		vi		bonafide
LA_00001	00126.flac	Thật đấy	2	0	sixties	male		vi		bonafide
LA_00001	00127.flac	Con ngủ bình yên	2	0	sixties	male		vi		bonafide
LA_00001	00128.flac	Những nắng cùng mưa	2	0	sixties	male		vi		bonafide
LA_00001	00129.flac	em muốn co chân chạy mà chạy không được	2	0	sixties	male		vi		bonafide
LA_00001	00130.flac	Cái miệng nó đang nhe ra cười đỏ lòm	2	0	sixties	male		vi		bonafide
LA_00001	00131.flac	Nhưng mà có một chuyện này tôi muốn hỏi ý kiến của anh	2	0	sixties	male		vi		bonafide
LA_00001	00132.flac	Run rẩy nghĩ rằng mình gặp ma	2	1	sixties	male		vi		bonafide
LA_00001	00133.flac	Chưa đỗ ông nghè đã đe hàng xóm: người hống hách, phách lối	2	0	sixties	male		vi		bonafide
LA_00001	00134.flac	quỷ là vong hồn nhưng nguy hiểm hơn ma rất nhiều	2	0	sixties	male		vi		bonafide
LA_00001	00135.flac	Cách mặt xa lòng: khi xa nhau thì quên mất tình nghĩa đã có.	2	0	sixties	male		vi		bonafide
LA_00001	00136.flac	Chinh nằm đó tận hưởng cảm giác khoái lạc cô tự nhủ	2	1	sixties	male		vi		bonafide
LA_00001	00137.flac	ưa Nhìn của một anh chàng thành thị	2	0	sixties	male		vi		bonafide
LA_00001	00138.flac	Để cho tình đẹp đẹp hơn	2	0	sixties	male		vi		bonafide
LA_00001	00139.flac	hãy cút đi	2	0	sixties	male		vi		bonafide
LA_00001	00140.flac	Tổng hợp những bài thơ hay nhất	2	0	sixties	male		vi		bonafide
LA_00001	00141.flac	Chỉ có vậy thôi	2	0	sixties	male		vi		bonafide
LA_00001	00142.flac	Dẫu là biển lớn	2	0	sixties	male		vi		bonafide
LA_00001	00143.flac	Trải qua những ngày đi bộ leo hết chỗ này đến chỗ khác	2	0	sixties	male		vi		bonafide
LA_00001	00144.flac	Mong thấy cô trở về	2	1	sixties	male		vi		bonafide
LA_00001	00145.flac	Kìa Sao Anh	2	0	sixties	male		vi		bonafide
LA_00001	00146.flac	Phạt gì cũng được tùy cô	2	0	sixties	male		vi		bonafide
LA_00001	00147.flac	Vậy là anh đã tỉnh táo hoàn toàn rồi	2	0	sixties	male		vi		bonafide
LA_00001	00148.flac	Chính liền nói lớn	2	0	sixties	male		vi		bonafide
LA_00001	00149.flac	trong bốn mươi chín ngày này	2	0	sixties	male		vi		bonafide
LA_00001	00150.flac	Hà Ni đã nhìn người khách lạ rồi nhún vai nói	2	0	sixties	male		vi		bonafide
LA_00001	00151.flac	Hơi ngạc nhiên về sự rành rẽ của khách	2	0	sixties	male		vi		bonafide
LA_00001	00152.flac	Hoặc những trường hợp của cháu thảo	2	0	sixties	male		vi		bonafide
LA_00001	00153.flac	Cô nhân tình bé của tôi ơi!	2	0	sixties	male		vi		bonafide
LA_00001	00154.flac	Yêu nhau xa cũng nên gần, ghét nhau cách một bàn chân cũng lìa	2	0	sixties	male		vi		bonafide
LA_00001	00155.flac	lao thẳng tới đâm vào tụi em	2	1	sixties	male		vi		bonafide
LA_00001	00156.flac	chuyện thảo mất thầy giải thích là qua bốn mươi chín ngày	2	0	sixties	male		vi		bonafide
LA_00001	00157.flac	Hãy ra thôn e ri a mà tìm người chủ bông hoa này	2	0	sixties	male		vi		bonafide
LA_00001	00158.flac	Em run sợ không nói thành lời	2	0	sixties	male		vi		bonafide
LA_00001	00159.flac	Chuyện yêu đương, chuyện cơm áo gạo tiền.	2	0	sixties	male		vi		bonafide
LA_00001	00160.flac	Một chiếc ô tô và đâm thẳng vào một thứ gì đó	2	0	sixties	male		vi		bonafide
LA_00001	00161.flac	Rồi Lúc xảy ra chuyện không hay	2	0	sixties	male		vi		bonafide
LA_00001	00162.flac	Đoàn chúng tôi như đã biết	2	0	sixties	male		vi		bonafide
LA_00001	00163.flac	Bố em cười rồi nói	2	0	sixties	male		vi		bonafide
LA_00001	00164.flac	Truyện âm là không có đùa được đâu	2	0	sixties	male		vi		bonafide
LA_00001	00165.flac	Trinh nhìn thấy nó một cách rõ ràng	2	0	sixties	male		vi		bonafide
LA_00001	00166.flac	Những ngày cuối Đông	2	1	sixties	male		vi		bonafide
LA_00001	00167.flac	Khiến cho Hà cảm thấy rùng mình	2	0	sixties	male		vi		bonafide
LA_00001	00168.flac	Bên trong rất nhiều những ngôi nhà sàn	2	0	sixties	male		vi		bonafide
LA_00001	00169.flac	chính là Nó đã thực hiện yêu cầu của Trinh	2	0	sixties	male		vi		bonafide
LA_00001	00170.flac	Tôi với Sự sẽ ở lại nhà anh ta	2	0	sixties	male		vi		bonafide
LA_00001	00171.flac	Số máy được lưu tên là anh quân	2	1	sixties	male		vi		bonafide
LA_00001	00172.flac	Chỉ cần bản thân mình được an toàn	2	0	sixties	male		vi		bonafide
LA_00001	00173.flac	Gần đó cũng có rất nhiều shop kinh doanh quần áo	2	0	sixties	male		vi		bonafide
LA_00001	00174.flac	Là anh đây chỉ thăm hỏi đôi lời	2	0	sixties	male		vi		bonafide
LA_00001	00175.flac	Cuối cùng thì cũng đến nơi	2	0	sixties	male		vi		bonafide
LA_00001	00176.flac	Mày còn không biết	2	0	sixties	male		vi		bonafide
LA_00001	00177.flac	Rồi thế này thế nọ, nói chuyện vô	2	0	sixties	male		vi		bonafide
LA_00001	00178.flac	Anh ngỏ lời yêu em	2	0	sixties	male		vi		bonafide
LA_00001	00179.flac	Trời đã về khuya dần	2	1	sixties	male		vi		bonafide
LA_00001	00180.flac	bao nhiêu năm qua đã ngủ với không ít đàn ông	2	0	sixties	male		vi		bonafide
LA_00001	00181.flac	Nhìn cái cử chỉ thân mật lắm	2	0	sixties	male		vi		bonafide
LA_00001	00182.flac	một trong những người đặt nền móng và lãnh đạo	2	0	sixties	male		vi		bonafide
LA_00001	00183.flac	thời gian còn nhiều mà	2	0	sixties	male		vi		bonafide
LA_00001	00184.flac	bà thản nhiên đứng dậy đi ra ngoài	2	0	sixties	male		vi		bonafide
LA_00001	00185.flac	chắc là gần mười hai giờ đêm	2	0	sixties	male		vi		bonafide
LA_00001	00186.flac	Có phải giống như cái này không	2	0	sixties	male		vi		bonafide
LA_00001	00187.flac	Kiếm mãi, nghi hoài, hay ghen bóng gió	2	0	sixties	male		vi		bonafide
LA_00001	00188.flac	Nó nghĩ mình đang nằm mơ rồi chìm lại vào trong giấc ngủ	2	0	sixties	male		vi		bonafide
LA_00001	00189.flac	Uống chưa hết ly nước	2	0	sixties	male		vi		bonafide
LA_00001	00190.flac	À mà quên	2	0	sixties	male		vi		bonafide
LA_00001	00191.flac	Uổng công tao coi Mày là bạn thân	2	0	sixties	male		vi		bonafide
LA_00001	00192.flac	Buồn riêng mang trú ngụ bao ngày	2	0	sixties	male		vi		bonafide
LA_00001	00193.flac	Sự thật mất lòng	2	0	sixties	male		vi		bonafide
LA_00001	00194.flac	Nhà tôi đi thắp Hương báo các cụ đàng hoàng rồi đấy	2	0	sixties	male		vi		bonafide
LA_00001	00195.flac	Nỗi vui buồn đem chia sẻ cùng nhau	2	1	sixties	male		vi		bonafide
LA_00001	00196.flac	Mỗi chỉ nhớ đến quân là trinh như biến thành một con người khác	2	0	sixties	male		vi		bonafide
LA_00001	00197.flac	Như là người bị mất hồn vậy	2	0	sixties	male		vi		bonafide
LA_00001	00198.flac	Những bài thơ về động vật cho bé mầm non	2	0	sixties	male		vi		bonafide
LA_00001	00199.flac	Một trẻ trai nào, trong giấc mơ.	2	0	sixties	male		vi		bonafide
LA_00001	00200.flac	Được nhi bày biện không thiếu một thứ gì	2	0	sixties	male		vi		bonafide
LA_00001	00201.flac	Đầu của phong đau nhói khi nhắc tới chuyện ấy	2	0	sixties	male		vi		bonafide
LA_00001	00202.flac	Thi thoảng trong Giấc Mơ	2	1	sixties	male		vi		bonafide
LA_00001	00203.flac	Chuyện là trước hôm thi lên cấp ba	2	0	sixties	male		vi		bonafide
LA_00001	00204.flac	"Em bảo: ""Anh đi đi"	2	0	sixties	male		vi		bonafide
LA_00001	00205.flac	Nghe xong tất cả đều đứng lên gỡ trại	2	0	sixties	male		vi		bonafide
LA_00001	00206.flac	Dù có xăm xa	2	0	sixties	male		vi		bonafide
LA_00001	00207.flac	Ăn no, xong nghĩ	2	1	sixties	male		vi		bonafide
LA_00001	00208.flac	Phải tìm anh ta để hỏi cho cặn kẽ mới được	2	1	sixties	male		vi		bonafide
LA_00001	00209.flac	Thảo đáp mà không cần nhìn em	2	0	sixties	male		vi		bonafide
LA_00001	00210.flac	Bởi phía dưới như có ai đó đang kích thích	2	0	sixties	male		vi		bonafide
LA_00001	00211.flac	Chết thật đấy	2	0	sixties	male		vi		bonafide
LA_00001	00212.flac	Và đến một lúc ngã dài xuống sàn	2	0	sixties	male		vi		bonafide
LA_00001	00213.flac	Đôi dép vô tri khăng khít song hành	2	0	sixties	male		vi		bonafide
LA_00001	00214.flac	Cảm ơn anh đã giúp đỡ	2	0	sixties	male		vi		bonafide
LA_00001	00215.flac	Đưa tinh vào cõi không.	2	0	sixties	male		vi		bonafide
LA_00001	00216.flac	Còn không đau nhưng mà con thấy lạnh mẹ ạ	2	0	sixties	male		vi		bonafide
LA_00001	00217.flac	Xin nhận lời con	2	1	sixties	male		vi		bonafide
LA_00001	00218.flac	Phải chăng lá về rừng	2	0	sixties	male		vi		bonafide
LA_00001	00219.flac	vợ con tôi có ổn không	2	0	sixties	male		vi		bonafide
LA_00001	00220.flac	Chúng tôi đều cúi đầu làm lễ chào tất cả mọi người ở đây	2	0	sixties	male		vi		bonafide
LA_00001	00221.flac	tuyên truyền mê tín dị đoan	2	0	sixties	male		vi		bonafide
LA_00001	00222.flac	Có hai hang cây	2	0	sixties	male		vi		bonafide
LA_00001	00223.flac	Rồi vô tình thương nhớ	2	0	sixties	male		vi		bonafide
LA_00001	00224.flac	Một số thì chết quá bất ngờ	2	0	sixties	male		vi		bonafide
LA_00001	00225.flac	Hay thậm chí còn đọng trên những cây cọ, kéo thân xuống nặng trĩu	2	0	sixties	male		vi		bonafide
LA_00001	00226.flac	hai năm trước bát hương của nhà mình cháy cũng xảy ra chuyện	2	0	sixties	male		vi		bonafide
LA_00001	00227.flac	Ru tôi lớn khôn	2	0	sixties	male		vi		bonafide
LA_00001	00228.flac	Nhưng trưởng làng ra sức kêu gọi mọi người	2	0	sixties	male		vi		bonafide
LA_00001	00229.flac	Bài thơ đầu tiên anh viết tặng em	2	0	sixties	male		vi		bonafide
LA_00001	00230.flac	Kèm theo những tiếng hô lớn bằng tiếng tây	2	0	sixties	male		vi		bonafide
LA_00001	00231.flac	mọc rễ xuống bùn đen?	2	0	sixties	male		vi		bonafide
LA_00001	00232.flac	Nếu mà phúc lớn lắm thì may ra sống được mười năm tuổi	2	0	sixties	male		vi		bonafide
LA_00001	00233.flac	em liền ngập ngừng nói	2	0	sixties	male		vi		bonafide
LA_00001	00234.flac	tao vẫn thích mày	2	1	sixties	male		vi		bonafide
LA_00001	00235.flac	Cô cũng Không Cảm nhận được nó đang ở bên cạnh mình không nữa	2	0	sixties	male		vi		bonafide
LA_00001	00236.flac	Nên mẹ nói ngay	2	0	sixties	male		vi		bonafide
LA_00001	00237.flac	Tao kể cho mày biết giấc mơ của tao đâu	2	0	sixties	male		vi		bonafide
LA_00001	00238.flac	Ở đây cơ mà	2	0	sixties	male		vi		bonafide
LA_00001	00239.flac	Trinh bên Hỏi	2	0	sixties	male		vi		bonafide
LA_00001	00240.flac	Đây là những người ở dưới xuôi lên để tham quan ngắm cảnh	2	1	sixties	male		vi		bonafide
LA_00001	00241.flac	- Kìa bao người yêu mới	2	0	sixties	male		vi		bonafide
LA_00001	00242.flac	Em toan chạy vù lên trước mặt của Thảo	2	0	sixties	male		vi		bonafide
LA_00001	00243.flac	Bố mẹ em nhìn theo tay chỉ nhưng vẫn không thấy ai cả	2	0	sixties	male		vi		bonafide
LA_00001	00244.flac	Con gái của chị tới số hết tuổi dương	2	0	sixties	male		vi		bonafide
LA_00001	00245.flac	Còn gì đau đớn hơn hình ảnh một người đàn ông	2	0	sixties	male		vi		bonafide
LA_00001	00246.flac	Mở chiếc cửa sổ căn nhà của nó ra nhìn	2	0	sixties	male		vi		bonafide
LA_00001	00247.flac	bản thân của Trinh hưởng lợi từ kumanthong không phải là ít	2	0	sixties	male		vi		bonafide
LA_00001	00248.flac	kẻo tao lại mang tiếng là đưa chuyện	2	0	sixties	male		vi		bonafide
LA_00001	00249.flac	bà ấy đâu rồi	2	0	sixties	male		vi		bonafide
LA_00001	00250.flac	đang nhớ lại chuyện cũ	2	0	sixties	male		vi		bonafide
LA_00001	00251.flac	Bà bói nói	2	0	sixties	male		vi		bonafide
LA_00001	00252.flac	Mẹ Ơi Con Xin Lỗi	2	0	sixties	male		vi		bonafide
LA_00001	00253.flac	Em vất vả vì chuyện của gia đình anh quá	2	0	sixties	male		vi		bonafide
LA_00001	00254.flac	bà bói đáp lại	2	0	sixties	male		vi		bonafide
LA_00001	00255.flac	may mắn thay con bé vẫn gượng dậy nhưng mà liệt đôi chân	2	0	sixties	male		vi		bonafide
LA_00001	00256.flac	Chinh không quay về giường ngủ	2	1	sixties	male		vi		bonafide
LA_00001	00257.flac	tôi là công dân việt nam	2	0	sixties	male		vi		bonafide
LA_00001	00258.flac	cái con ma dại kia không có đáng ngại	2	0	sixties	male		vi		bonafide
LA_00001	00259.flac	suỵt bé mồm thôi	2	1	sixties	male		vi		bonafide
LA_00001	00260.flac	Dạt dào ru êm	2	1	sixties	male		vi		bonafide
LA_00001	00261.flac	Hà liền hỏi nhỏ	2	0	sixties	male		vi		bonafide
LA_00001	00262.flac	Ơi mẹ... Mẹ ơi!	2	0	sixties	male		vi		bonafide
LA_00001	00263.flac	Hai ta ai biết được	2	0	sixties	male		vi		bonafide
LA_00001	00264.flac	với nhiều tác phẩm viết bằng tiếng Việt	2	0	sixties	male		vi		bonafide
LA_00001	00265.flac	Trước cửa nhà mình có bao giờ tin mấy cái trò đó đâu	2	0	sixties	male		vi		bonafide
LA_00001	00266.flac	Bản tính khó mà thay đổi được	2	0	sixties	male		vi		bonafide
LA_00001	00267.flac	Mồ hôi mẹ thấm	2	0	sixties	male		vi		bonafide
LA_00001	00268.flac	Nhưng mà gia đình của họ cũng đâu biết nhiều hơn chúng ta	2	0	sixties	male		vi		bonafide
LA_00001	00269.flac	Tôi biết em rất buốt đôi bàn tay	2	0	sixties	male		vi		bonafide
LA_00001	00270.flac	Như ngàn vì sao	2	0	sixties	male		vi		bonafide
LA_00001	00271.flac	Cả chiếc xe tải cũng mất hút luôn	2	0	sixties	male		vi		bonafide
LA_00001	00272.flac	Chính bản thân tạo đã phải lặn lội nhiều ngày trong rừng	2	0	sixties	male		vi		bonafide
LA_00001	00273.flac	Gần đất xa trời	2	0	sixties	male		vi		bonafide
LA_00001	00274.flac	chúng ta đang chuẩn bị thi lên cấp cơ mà	2	0	sixties	male		vi		bonafide
LA_00001	00275.flac	Đến khi thấy Anh chàng cứ nấc lên và ưỡn người như lên cơn	2	0	sixties	male		vi		bonafide
LA_00001	00276.flac	chưa kể lời của Sâm Trai	2	0	sixties	male		vi		bonafide
LA_00001	00277.flac	mẹ liền nói	2	0	sixties	male		vi		bonafide
